"No.","Time","Source","Destination","Protocol","Length","Stream index","Info"
"487","116.003762568","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","300","","Handshake, SCID=4a1a6163efccadd7"
"488","116.003762662","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","123","","Protected Payload (KP0)"
"489","116.007071290","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","1392","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"490","116.007792752","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","457","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"491","116.033405585","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"492","116.059198235","35.174.127.31","192.168.225.121","TCP","66","2","443  >  41724 [ACK] Seq=803 Ack=973 Win=733 Len=0 TSval=451372951 TSecr=1129391901"
"493","116.143177840","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","674","","Protected Payload (KP0)"
"494","116.143178279","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","88","","Protected Payload (KP0)"
"495","116.143178401","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"496","116.143815470","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"497","116.154627771","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","451","","Protected Payload (KP0)"
"498","116.155125045","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"499","116.155280182","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"500","116.181376607","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"501","116.238147077","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"502","118.172653588","fe80::4c2c:be6b:7951:be66","ff02::1:ff80:4c4b","ICMPv6","86","","Multicast Listener Report"
"503","118.712617530","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","470","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"504","118.894990559","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","470","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"505","118.898503592","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"506","118.917014228","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","174","","Protected Payload (KP0)"
"507","118.917257106","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"508","118.917591405","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"509","118.943954150","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"510","118.973137891","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"511","118.973484142","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"512","120.588110840","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","86","","Neighbor Solicitation for fe80::4c2c:be6b:7951:be66 from 6e:df:24:b1:0e:fa"
"513","120.588187194","fe80::4c2c:be6b:7951:be66","fe80::6cdf:24ff:feae:bf7","ICMPv6","78","","Neighbor Advertisement fe80::4c2c:be6b:7951:be66 (sol)"
"514","120.988630890","fe80::4c2c:be6b:7951:be66","ff02::1:ff51:be66","ICMPv6","86","","Multicast Listener Report"
"515","121.464173866","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"516","121.707866113","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","176","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"517","121.711571980","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  40628 Len=26"
"518","121.914411742","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","176","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"519","122.224811343","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","91","","Protected Payload (KP0)"
"520","122.224812015","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"521","122.224812148","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","205","","Protected Payload (KP0)"
"522","122.224812276","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"523","122.225610656","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"524","122.250925682","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"525","122.267817054","192.168.225.135","224.0.0.251","MDNS","130","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question OPT"
"526","122.269699943","fe80::1c10:6edb:f38f:55ba","ff02::fb","MDNS","150","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question OPT"
"527","122.355298475","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"528","122.547230096","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c03::bd","UDP","95","","52968  >  443 Len=33"
"529","122.554226238","192.168.225.135","224.0.0.251","IGMPv2","46","","Membership Report group 224.0.0.251"
"530","122.839735218","2404:6800:4003:c03::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  52968 Len=26"
"531","122.895455708","fe80::1c10:6edb:f38f:55ba","ff02::fb","ICMPv6","86","","Multicast Listener Report"
"532","123.452961823","192.168.225.135","224.0.0.251","MDNS","130","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question OPT"
"533","123.452962134","fe80::1c10:6edb:f38f:55ba","ff02::fb","MDNS","150","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question OPT"
"534","125.967965092","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","95","","48971  >  443 Len=33"
"535","126.217644989","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  48971 Len=26"
"536","127.644227543","fe80::4c2c:be6b:7951:be66","fe80::155c:ead8:f61c:38ce","ICMPv6","86","","Neighbor Solicitation for fe80::155c:ead8:f61c:38ce from 20:16:b9:48:0b:f7"
"537","127.652239846","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","174","","Redirect"
"538","127.664988909","fe80::155c:ead8:f61c:38ce","fe80::4c2c:be6b:7951:be66","ICMPv6","86","","Neighbor Advertisement fe80::155c:ead8:f61c:38ce (rtr, sol, ovr) is at 6e:df:24:b1:0e:fa"
"539","128.367105495","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"540","128.393095578","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"541","130.823672221","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","134","","Destination Unreachable (Address unreachable)"
"542","132.764605158","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bc","TCP","86","4","[TCP Dup ACK 156#2] 39404  >  5228 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2009335021 TSecr=4218760588"
"543","132.799451471","2404:6800:4003:c03::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  52968 Len=48"
"544","132.825979976","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c03::bd","UDP","95","","52968  >  443 Len=33"
"545","132.925618193","2404:6800:4003:c04::bc","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","4","[TCP Dup ACK 157#2] [TCP ACKed unseen segment] 5228  >  39404 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=4218807508 TSecr=2009058723"
"546","133.706569192","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","156","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"547","134.098243870","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"548","134.098244285","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","198","","Protected Payload (KP0)"
"549","134.098244418","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"550","134.099015368","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"551","134.120150363","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"552","134.120557897","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"553","134.231476725","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"554","134.918234429","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"555","134.944331377","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"556","135.081831591","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"557","135.082195035","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","96","","40628  >  443 Len=34"
"558","135.324708244","6e:df:24:b1:0e:fa","ff:ff:ff:ff:ff:ff","ARP","42","","Who has 192.168.225.121? Tell 192.168.225.1"
"559","135.324744604","20:16:b9:48:0b:f7","6e:df:24:b1:0e:fa","ARP","42","","192.168.225.121 is at 20:16:b9:48:0b:f7"
"560","140.445794717","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  48971 Len=48"
"561","140.471787377","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","95","","48971  >  443 Len=33"
"562","140.651137383","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  48971 Len=48"
"563","140.651507750","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","96","","48971  >  443 Len=34"
"564","142.080440760","6e:df:24:b1:0e:fa","ff:ff:ff:ff:ff:ff","ARP","42","","Who has 192.168.225.135? Tell 192.168.225.1"
"565","143.700641618","192.168.225.121","91.108.56.164","SSL","155","0","Continuation Data"
"566","143.983611753","91.108.56.164","192.168.225.121","TCP","66","0","443  >  36680 [ACK] Seq=567 Ack=663 Win=32458 Len=0 TSval=1166454460 TSecr=1302741375"
"567","143.983612399","91.108.56.164","192.168.225.121","SSL","155","0","Continuation Data"
"568","143.983673860","192.168.225.121","91.108.56.164","TCP","66","0","36680  >  443 [ACK] Seq=663 Ack=656 Win=665 Len=0 TSval=1302741658 TSecr=1166454461"
"569","144.707496456","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","176","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"570","144.948771617","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"571","144.948772161","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","174","","Protected Payload (KP0)"
"572","144.948772295","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"573","144.949495313","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"574","144.975142413","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"575","145.073144684","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"576","145.356088604","fe80::6cdf:24ff:feae:bf7","ff02::1:ff34:4c65","ICMPv6","86","","Neighbor Solicitation for 2409:4043:2c8d:a357:4c15:6e42:4d34:4c65 from 6e:df:24:b1:0e:fa"
"577","145.356238356","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","fe80::6cdf:24ff:feae:bf7","ICMPv6","86","","Neighbor Advertisement 2409:4043:2c8d:a357:4c15:6e42:4d34:4c65 (sol, ovr) is at 20:16:b9:48:0b:f7"
"578","145.709809395","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","156","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"579","145.801464210","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"580","145.827454476","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"581","145.891226382","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","174","","Protected Payload (KP0)"
"582","145.891227034","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"583","145.891776983","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"584","145.917933110","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"585","146.030377999","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"586","146.769710280","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","94","9","50454  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=2932496129 TSecr=0 WS=128"
"587","146.879953096","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","94","9","443  >  50454 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 TSval=3400319400 TSecr=2932496129 WS=256"
"588","146.880047467","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2932496239 TSecr=3400319400"
"589","146.880929297","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","667","9","Client Hello"
"590","146.988113402","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=1 Ack=582 Win=66816 Len=0 TSval=3400319490 TSecr=2932496240"
"591","147.026191915","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","298","9","Server Hello, Change Cipher Spec, Application Data"
"592","147.026268536","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=582 Ack=213 Win=64768 Len=0 TSval=2932496385 TSecr=3400319549"
"593","147.029368730","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","150","9","Change Cipher Spec, Application Data"
"594","147.029784124","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","178","9","Application Data"
"595","147.030844002","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","1434","9","50454  >  443 [ACK] Seq=738 Ack=213 Win=64768 Len=1348 TSval=2932496390 TSecr=3400319549 [TCP segment of a reassembled PDU]"
"596","147.030876242","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","1012","9","Application Data"
"597","147.038731285","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","316","9","Application Data"
"598","147.128313972","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=213 Ack=646 Win=66816 Len=0 TSval=3400319640 TSecr=2932496388"
"599","147.128314488","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=213 Ack=738 Win=66816 Len=0 TSval=3400319640 TSecr=2932496389"
"600","147.128314617","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=213 Ack=2086 Win=69632 Len=0 TSval=3400319640 TSecr=2932496390"
"601","147.128314755","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","666","9","Application Data, Application Data"
"602","147.128314879","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","117","9","Application Data"
"603","147.128315016","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=824 Ack=3242 Win=75008 Len=0 TSval=3400319645 TSecr=2932496390"
"604","147.128391602","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3242 Ack=793 Win=64256 Len=0 TSval=2932496487 TSecr=3400319640"
"605","147.128454109","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3242 Ack=824 Win=64256 Len=0 TSval=2932496488 TSecr=3400319640"
"606","147.129019751","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","117","9","Application Data"
"607","147.204496170","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=824 Ack=3273 Win=75008 Len=0 TSval=3400319725 TSecr=2932496488"
"608","147.696759999","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","1116","9","Application Data"
"609","147.696833640","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3273 Ack=1854 Win=63232 Len=0 TSval=2932497056 TSecr=3400320036"
"610","147.696941307","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","240","9","Application Data"
"611","147.696961598","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3273 Ack=2008 Win=63104 Len=0 TSval=2932497056 TSecr=3400320036"
"612","147.697491141","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","324","9","Application Data"
"613","147.697491509","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","296","9","Application Data"
"614","147.697491635","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TLSv1.3","125","9","Application Data"
"615","147.697491772","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","125","9","[TCP Retransmission] 443  >  50454 [PSH, ACK] Seq=2456 Ack=3273 Win=75008 Len=39 TSval=3400320198 TSecr=2932496488"
"616","147.697527109","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3273 Ack=2246 Win=63104 Len=0 TSval=2932497057 TSecr=3400320036"
"617","147.697563376","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3273 Ack=2456 Win=62976 Len=0 TSval=2932497057 TSecr=3400320036"
"618","147.697578280","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","86","9","50454  >  443 [ACK] Seq=3273 Ack=2495 Win=62976 Len=0 TSval=2932497057 TSecr=3400320036"
"619","147.697591531","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TCP","98","9","[TCP Dup ACK 618#1] 50454  >  443 [ACK] Seq=3273 Ack=2495 Win=62976 Len=0 TSval=2932497057 TSecr=3400320198 SLE=2456 SRE=2495"
"620","147.710167056","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:805::2005","TLSv1.3","125","9","Application Data"
"621","147.769071421","2404:6800:4009:805::2005","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","TCP","86","9","443  >  50454 [ACK] Seq=2495 Ack=3312 Win=75008 Len=0 TSval=3400320290 TSecr=2932497069"
"622","147.801076594","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c03::bd","UDP","95","","52968  >  443 Len=33"
"623","148.020535148","2404:6800:4003:c03::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  52968 Len=26"
"624","149.919537889","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"625","150.272639527","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  40628 Len=26"
"626","150.428289749","fe80::4c2c:be6b:7951:be66","fe80::6cdf:24ff:feae:bf7","ICMPv6","86","","Neighbor Solicitation for fe80::6cdf:24ff:feae:bf7 from 20:16:b9:48:0b:f7"
"627","150.436557457","fe80::6cdf:24ff:feae:bf7","fe80::4c2c:be6b:7951:be66","ICMPv6","78","","Neighbor Advertisement fe80::6cdf:24ff:feae:bf7 (rtr, sol)"
"628","153.706901338","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","156","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"629","153.956424392","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","89","","Protected Payload (KP0)"
"630","153.956424960","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","174","","Protected Payload (KP0)"
"631","153.956425089","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"632","153.957077881","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","97","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"633","153.983441565","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"634","154.078813650","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"635","154.083058957","2404:6800:4009:801::2003","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","QUIC","87","","Protected Payload (KP0)"
"636","154.083228286","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4009:801::2003","QUIC","95","","Protected Payload (KP0), DCID=4a1a6163efccadd7"
"637","154.701446836","192.168.225.121","35.174.127.31","TLSv1.2","398","2","Application Data"
"638","155.186083575","35.174.127.31","192.168.225.121","TCP","66","2","443  >  41724 [ACK] Seq=803 Ack=1305 Win=736 Len=0 TSval=451411900 TSecr=1129430897"
"639","155.186084007","35.174.127.31","192.168.225.121","TLSv1.2","435","2","Application Data"
"640","155.186178572","192.168.225.121","35.174.127.31","TCP","66","2","41724  >  443 [ACK] Seq=1305 Ack=1172 Win=499 Len=0 TSval=1129431382 TSecr=451411900"
"641","155.447362201","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c04::bd","UDP","95","","48971  >  443 Len=33"
"642","155.592369206","fe80::6cdf:24ff:feae:bf7","ff02::1:ff51:be66","ICMPv6","86","","Neighbor Solicitation for fe80::4c2c:be6b:7951:be66 from 6e:df:24:b1:0e:fa"
"643","155.592396404","fe80::4c2c:be6b:7951:be66","fe80::6cdf:24ff:feae:bf7","ICMPv6","86","","Neighbor Advertisement fe80::4c2c:be6b:7951:be66 (sol, ovr) is at 20:16:b9:48:0b:f7"
"644","155.652620387","2404:6800:4003:c04::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","88","","443  >  48971 Len=26"
"645","156.471100826","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"646","156.497297461","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","95","","40628  >  443 Len=33"
"647","156.610404837","2404:6800:4003:c00::bd","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","UDP","110","","443  >  40628 Len=48"
"648","156.610812401","2409:4043:2c8d:a357:4c15:6e42:4d34:4c65","2404:6800:4003:c00::bd","UDP","96","","40628  >  443 Len=34"
"649","156.833725024","192.168.225.121","192.168.225.1","DNS","86","","Standard query 0xd053 A docs.google.com OPT"
"650","156.833934647","192.168.225.121","192.168.225.1","DNS","86","","Standard query 0xff61 AAAA docs.google.com OPT"
